Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00     209/209         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [78]
[83]     0.0    0.00    0.00     209         std::allocator_traits<std::allocator<double> >::deallocate(std::allocator<double>&, double*, unsigned long) [83]
                0.00    0.00     209/209         __gnu_cxx::new_allocator<double>::deallocate(double*, unsigned long) [82]
-----------------------------------------------
                0.00    0.00       1/208         std::vector<long, std::allocator<long> >::_M_check_len(unsigned long, char const*) const [281]
                0.00    0.00       2/208         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [242]
                0.00    0.00     205/208         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [85]
[84]     0.0    0.00    0.00     208         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [84]
-----------------------------------------------
                0.00    0.00       1/205         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [302]
                0.00    0.00     100/205         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [88]
                0.00    0.00     104/205         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [87]
[85]     0.0    0.00    0.00     205         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [85]
                0.00    0.00     820/72829       std::vector<double, std::allocator<double> >::size() const [54]
                0.00    0.00     410/412         std::vector<double, std::allocator<double> >::max_size() const [72]
                0.00    0.00     205/208         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [84]
-----------------------------------------------
                0.00    0.00     100/204         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [88]
                0.00    0.00     104/204         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [87]
[86]     0.0    0.00    0.00     204         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [86]
                0.00    0.00     408/864830      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [33]
-----------------------------------------------
                0.00    0.00     104/104         std::vector<double, std::allocator<double> >::push_back(double const&) [43]
[87]     0.0    0.00    0.00     104         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [87]
                0.00    0.00     208/432         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [66]
                0.00    0.00     208/864830      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [33]
                0.00    0.00     208/409         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [73]
                0.00    0.00     104/205         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [85]
                0.00    0.00     104/227         std::vector<double, std::allocator<double> >::begin() [77]
                0.00    0.00     104/204         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [86]
                0.00    0.00     104/210         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [80]
                0.00    0.00     104/432096      double const& std::forward<double const&>(std::remove_reference<double const&>::type&) [37]
                0.00    0.00     104/215996      void std::allocator_traits<std::allocator<double> >::construct<double, double const&>(std::allocator<double>&, double*, double const&) [42]
                0.00    0.00     104/222         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [78]
-----------------------------------------------
                0.00    0.00     100/100         double& std::vector<double, std::allocator<double> >::emplace_back<double>(double&&) [47]
[88]     0.0    0.00    0.00     100         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&) [88]
                0.00    0.00     200/432         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [66]
                0.00    0.00     200/864830      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [33]
                0.00    0.00     200/409         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [73]
                0.00    0.00     100/205         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [85]
                0.00    0.00     100/227         std::vector<double, std::allocator<double> >::begin() [77]
                0.00    0.00     100/204         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::difference_type __gnu_cxx::operator-<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > const&) [86]
                0.00    0.00     100/210         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [80]
                0.00    0.00     100/648058      double&& std::forward<double>(std::remove_reference<double>::type&) [34]
                0.00    0.00     100/215986      void std::allocator_traits<std::allocator<double> >::construct<double, double>(std::allocator<double>&, double*, double&&) [46]
                0.00    0.00     100/222         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [78]
-----------------------------------------------
                0.00    0.00      14/56          std::vector<float, std::allocator<float> >::begin() [125]
                0.00    0.00      14/56          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator-(long) const [119]
                0.00    0.00      28/56          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator+(long) const [96]
[89]     0.0    0.00    0.00      56         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [89]
-----------------------------------------------
                0.00    0.00       6/34          void CCfits::Column::read<double>(std::valarray<double>&, long, long, double*) [15]
                0.00    0.00       7/34          CCfits::ColumnData<double>::readColumnData(long, long, double*) [330]
                0.00    0.00       7/34          CCfits::ColumnData<long>::readColumnData(long, long, long*) [335]
                0.00    0.00      14/34          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
[90]     0.0    0.00    0.00      34         CCfits::Column::type() const [90]
-----------------------------------------------
                0.00    0.00       6/34          float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [264]
                0.00    0.00      28/34          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__copy_move_a<false, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(float*, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [131]
[91]     0.0    0.00    0.00      34         float* std::__niter_base<float*>(float*) [91]
-----------------------------------------------
                0.00    0.00      28/28          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
[92]     0.0    0.00    0.00      28         CCfits::FITSUtil::auto_array_ptr<float>::operator[](unsigned long) [92]
-----------------------------------------------
                0.00    0.00       7/28          std::vector<long, std::allocator<long> >::begin() [161]
                0.00    0.00       7/28          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator-(long) const [159]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator+(long) const [121]
[93]     0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator(long* const&) [93]
-----------------------------------------------
                0.00    0.00       7/28          CCfits::ColumnData<double>::readColumnData(long, long, double*) [330]
                0.00    0.00       7/28          CCfits::ColumnData<long>::readColumnData(long, long, long*) [335]
                0.00    0.00      14/28          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
[94]     0.0    0.00    0.00      28         CCfits::Column::index() const [94]
-----------------------------------------------
                0.00    0.00      28/28          float* std::__niter_base<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [99]
[95]     0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [95]
-----------------------------------------------
                0.00    0.00      14/28          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*) [130]
[96]     0.0    0.00    0.00      28         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator+(long) const [96]
                0.00    0.00      28/56          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [89]
-----------------------------------------------
                0.00    0.00       2/28          std::vector<float, std::allocator<float> >::_M_default_append(unsigned long) [258]
                0.00    0.00       4/28          std::vector<float, std::allocator<float> >::resize(unsigned long) [259]
                0.00    0.00       8/28          std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [242]
                0.00    0.00      14/28          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
[97]     0.0    0.00    0.00      28         std::vector<float, std::allocator<float> >::size() const [97]
-----------------------------------------------
                0.00    0.00      28/28          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::copy<float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(float*, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [134]
[98]     0.0    0.00    0.00      28         float* std::__miter_base<float*>(float*) [98]
-----------------------------------------------
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__copy_move_a<false, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(float*, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [131]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*) [130]
[99]     0.0    0.00    0.00      28         float* std::__niter_base<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [99]
                0.00    0.00      28/28          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [95]
-----------------------------------------------
                0.00    0.00      24/24          std::allocator<double>::~allocator() [101]
[100]    0.0    0.00    0.00      24         __gnu_cxx::new_allocator<double>::~new_allocator() [100]
-----------------------------------------------
                0.00    0.00       2/24          preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
                0.00    0.00       2/24          std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [254]
                0.00    0.00       3/24          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [211]
                0.00    0.00      17/24          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [103]
[101]    0.0    0.00    0.00      24         std::allocator<double>::~allocator() [101]
                0.00    0.00      24/24          __gnu_cxx::new_allocator<double>::~new_allocator() [100]
-----------------------------------------------
                0.00    0.00      17/17          void std::_Destroy<double*>(double*, double*) [109]
[102]    0.0    0.00    0.00      17         void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [102]
-----------------------------------------------
                0.00    0.00      17/17          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [105]
[103]    0.0    0.00    0.00      17         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [103]
                0.00    0.00      17/24          std::allocator<double>::~allocator() [101]
-----------------------------------------------
                0.00    0.00       5/17          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [182]
                0.00    0.00      12/17          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [135]
[104]    0.0    0.00    0.00      17         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [104]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<double, std::allocator<double> >::~vector() [106]
[105]    0.0    0.00    0.00      17         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [105]
                0.00    0.00      17/17          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [103]
                0.00    0.00      17/222         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [78]
-----------------------------------------------
                0.00    0.00       5/17          preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
                0.00    0.00      12/17          main [4]
[106]    0.0    0.00    0.00      17         std::vector<double, std::allocator<double> >::~vector() [106]
                0.00    0.00      17/432         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [66]
                0.00    0.00      17/17          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [110]
                0.00    0.00      17/17          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [105]
-----------------------------------------------
                0.00    0.00       2/17          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [295]
                0.00    0.00      15/17          void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [202]
[107]    0.0    0.00    0.00      17         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [107]
-----------------------------------------------
                0.00    0.00       3/17          long* std::__relocate_a<long*, long*, std::allocator<long> >(long*, long*, long*, std::allocator<long>&) [314]
                0.00    0.00      14/17          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > std::__copy_move_a<false, long*, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > >(long*, long*, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >) [165]
[108]    0.0    0.00    0.00      17         long* std::__niter_base<long*>(long*) [108]
-----------------------------------------------
                0.00    0.00      17/17          void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [110]
[109]    0.0    0.00    0.00      17         void std::_Destroy<double*>(double*, double*) [109]
                0.00    0.00      17/17          void std::_Destroy_aux<true>::__destroy<double*>(double*, double*) [102]
-----------------------------------------------
                0.00    0.00      17/17          std::vector<double, std::allocator<double> >::~vector() [106]
[110]    0.0    0.00    0.00      17         void std::_Destroy<double*, double>(double*, double*, std::allocator<double>&) [110]
                0.00    0.00      17/17          void std::_Destroy<double*>(double*, double*) [109]
-----------------------------------------------
                0.00    0.00      15/15          void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [202]
[111]    0.0    0.00    0.00      15         void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [111]
-----------------------------------------------
                0.00    0.00      14/14          CCfits::ColumnData<double>::readColumnData(long, long, double*) [330]
[112]    0.0    0.00    0.00      14         CCfits::FITSUtil::auto_array_ptr<double>::operator[](unsigned long) [112]
-----------------------------------------------
                0.00    0.00      14/14          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
[113]    0.0    0.00    0.00      14         CCfits::FITSUtil::auto_array_ptr<float>::auto_array_ptr(float*) [113]
-----------------------------------------------
                0.00    0.00      14/14          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
[114]    0.0    0.00    0.00      14         CCfits::FITSUtil::auto_array_ptr<float>::~auto_array_ptr() [114]
-----------------------------------------------
                0.00    0.00      14/14          CCfits::ColumnData<long>::readColumnData(long, long, long*) [335]
[115]    0.0    0.00    0.00      14         CCfits::FITSUtil::auto_array_ptr<long>::operator[](unsigned long) [115]
-----------------------------------------------
                0.00    0.00      14/14          std::allocator<double>::allocator() [123]
[116]    0.0    0.00    0.00      14         __gnu_cxx::new_allocator<double>::new_allocator() [116]
-----------------------------------------------
                0.00    0.00      14/14          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
[117]    0.0    0.00    0.00      14         CCfits::FITSUtil::auto_array_ptr<float>::get() const [117]
-----------------------------------------------
                0.00    0.00       7/14          CCfits::ColumnData<double>::readColumnData(long, long, double*) [330]
                0.00    0.00       7/14          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [162]
[118]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const [118]
                0.00    0.00      14/432436      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::__normal_iterator(double* const&) [36]
-----------------------------------------------
                0.00    0.00      14/14          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
[119]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator-(long) const [119]
                0.00    0.00      14/56          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [89]
-----------------------------------------------
                0.00    0.00      14/14          long* std::__niter_base<long*, std::vector<long, std::allocator<long> > >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >) [129]
[120]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::base() const [120]
-----------------------------------------------
                0.00    0.00       7/14          CCfits::ColumnData<long>::readColumnData(long, long, long*) [335]
                0.00    0.00       7/14          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long*>(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long*) [163]
[121]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator+(long) const [121]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator(long* const&) [93]
-----------------------------------------------
                0.00    0.00       1/14          std::vector<long, std::allocator<long> >::_M_default_append(unsigned long) [306]
                0.00    0.00       2/14          std::vector<long, std::allocator<long> >::resize(unsigned long) [307]
                0.00    0.00       4/14          std::vector<long, std::allocator<long> >::_M_check_len(unsigned long, char const*) const [281]
                0.00    0.00       7/14          CCfits::ColumnData<long>::readColumnData(long, long, long*) [335]
[122]    0.0    0.00    0.00      14         std::vector<long, std::allocator<long> >::size() const [122]
-----------------------------------------------
                0.00    0.00       2/14          preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
                0.00    0.00      12/14          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [135]
[123]    0.0    0.00    0.00      14         std::allocator<double>::allocator() [123]
                0.00    0.00      14/14          __gnu_cxx::new_allocator<double>::new_allocator() [116]
-----------------------------------------------
                0.00    0.00      14/14          float* std::__copy_move_a2<false, float*, float*>(float*, float*, float*) [133]
[124]    0.0    0.00    0.00      14         float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*) [124]
-----------------------------------------------
                0.00    0.00      14/14          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
[125]    0.0    0.00    0.00      14         std::vector<float, std::allocator<float> >::begin() [125]
                0.00    0.00      14/56          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [89]
-----------------------------------------------
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<double*, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(double*, double*, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [170]
[126]    0.0    0.00    0.00      14         double* std::__miter_base<double*>(double*) [126]
-----------------------------------------------
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > std::copy<long*, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > >(long*, long*, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >) [171]
[127]    0.0    0.00    0.00      14         long* std::__miter_base<long*>(long*) [127]
-----------------------------------------------
                0.00    0.00       7/14          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, double*, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(double*, double*, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [164]
                0.00    0.00       7/14          __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*) [162]
[128]    0.0    0.00    0.00      14         double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >) [128]
                0.00    0.00      14/864830      __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::base() const [33]
-----------------------------------------------
                0.00    0.00       7/14          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > std::__copy_move_a<false, long*, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > >(long*, long*, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >) [165]
                0.00    0.00       7/14          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long*>(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >, long*) [163]
[129]    0.0    0.00    0.00      14         long* std::__niter_base<long*, std::vector<long, std::allocator<long> > >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >) [129]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::base() const [120]
-----------------------------------------------
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__copy_move_a<false, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(float*, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [131]
[130]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*) [130]
                0.00    0.00      14/28          float* std::__niter_base<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [99]
                0.00    0.00      14/28          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::operator+(long) const [96]
-----------------------------------------------
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::copy<float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(float*, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [134]
[131]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__copy_move_a<false, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(float*, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [131]
                0.00    0.00      28/34          float* std::__niter_base<float*>(float*) [91]
                0.00    0.00      14/28          float* std::__niter_base<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [99]
                0.00    0.00      14/14          float* std::__copy_move_a1<false, float*, float*>(float*, float*, float*) [132]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float*) [130]
-----------------------------------------------
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__copy_move_a<false, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(float*, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [131]
[132]    0.0    0.00    0.00      14         float* std::__copy_move_a1<false, float*, float*>(float*, float*, float*) [132]
                0.00    0.00      14/14          float* std::__copy_move_a2<false, float*, float*>(float*, float*, float*) [133]
-----------------------------------------------
                0.00    0.00      14/14          float* std::__copy_move_a1<false, float*, float*>(float*, float*, float*) [132]
[133]    0.0    0.00    0.00      14         float* std::__copy_move_a2<false, float*, float*>(float*, float*, float*) [133]
                0.00    0.00      14/14          float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*) [124]
-----------------------------------------------
                0.00    0.00      14/14          CCfits::ColumnData<float>::readColumnData(long, long, float*) [331]
[134]    0.0    0.00    0.00      14         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::copy<float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(float*, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [134]
                0.00    0.00      28/28          float* std::__miter_base<float*>(float*) [98]
                0.00    0.00      14/14          __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__copy_move_a<false, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(float*, float*, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >) [131]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<double, std::allocator<double> >::_Vector_base() [136]
