Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[135]    0.0    0.00    0.00      12         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [135]
                0.00    0.00      12/17          std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [104]
                0.00    0.00      12/14          std::allocator<double>::allocator() [123]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<double, std::allocator<double> >::vector() [137]
[136]    0.0    0.00    0.00      12         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [136]
                0.00    0.00      12/12          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [135]
-----------------------------------------------
                0.00    0.00       3/12          preprocess(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&) [5]
                0.00    0.00       9/12          main [4]
[137]    0.0    0.00    0.00      12         std::vector<double, std::allocator<double> >::vector() [137]
                0.00    0.00      12/12          std::_Vector_base<double, std::allocator<double> >::_Vector_base() [136]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<double>::allocator(std::allocator<double> const&) [140]
[138]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [138]
-----------------------------------------------
                0.00    0.00       2/10          __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [239]
                0.00    0.00       8/10          __gnu_cxx::new_allocator<float>::max_size() const [143]
[139]    0.0    0.00    0.00      10         __gnu_cxx::new_allocator<float>::_M_max_size() const [139]
-----------------------------------------------
                0.00    0.00       2/10          std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [254]
                0.00    0.00       3/10          std::allocator_traits<std::allocator<double> >::select_on_container_copy_construction(std::allocator<double> const&) [207]
                0.00    0.00       5/10          std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [182]
[140]    0.0    0.00    0.00      10         std::allocator<double>::allocator(std::allocator<double> const&) [140]
                0.00    0.00      10/10          __gnu_cxx::new_allocator<double>::new_allocator(__gnu_cxx::new_allocator<double> const&) [138]
-----------------------------------------------
                0.00    0.00       3/10          double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [221]
                0.00    0.00       7/10          double* std::__copy_move_a2<false, double*, double*>(double*, double*, double*) [168]
[141]    0.0    0.00    0.00      10         double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [141]
-----------------------------------------------
                0.00    0.00       8/8           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [149]
[142]    0.0    0.00    0.00       8         bool __gnu_cxx::__is_null_pointer<char const>(char const*) [142]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [147]
[143]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<float>::max_size() const [143]
                0.00    0.00       8/10          __gnu_cxx::new_allocator<float>::_M_max_size() const [139]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<float, std::allocator<float> >::max_size() const [145]
[144]    0.0    0.00    0.00       8         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [144]
-----------------------------------------------
                0.00    0.00       4/8           std::vector<float, std::allocator<float> >::_M_default_append(unsigned long) [258]
                0.00    0.00       4/8           std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [242]
[145]    0.0    0.00    0.00       8         std::vector<float, std::allocator<float> >::max_size() const [145]
                0.00    0.00       8/8           std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [148]
                0.00    0.00       8/8           std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [144]
-----------------------------------------------
                0.00    0.00       8/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [185]
[146]    0.0    0.00    0.00       8         std::char_traits<char>::length(char const*) [146]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [148]
[147]    0.0    0.00    0.00       8         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [147]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<float>::max_size() const [143]
-----------------------------------------------
                0.00    0.00       8/8           std::vector<float, std::allocator<float> >::max_size() const [145]
[148]    0.0    0.00    0.00       8         std::vector<float, std::allocator<float> >::_S_max_size(std::allocator<float> const&) [148]
                0.00    0.00       8/8           std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [147]
                0.00    0.00       8/427         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [67]
-----------------------------------------------
                0.00    0.00       8/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [185]
[149]    0.0    0.00    0.00       8         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [149]
                0.00    0.00       8/8           bool __gnu_cxx::__is_null_pointer<char const>(char const*) [142]
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [152]
-----------------------------------------------
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [152]
[150]    0.0    0.00    0.00       8         std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [150]
-----------------------------------------------
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [152]
[151]    0.0    0.00    0.00       8         std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [151]
-----------------------------------------------
                0.00    0.00       8/8           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [149]
[152]    0.0    0.00    0.00       8         std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [152]
                0.00    0.00       8/8           std::iterator_traits<char const*>::iterator_category std::__iterator_category<char const*>(char const* const&) [151]
                0.00    0.00       8/8           std::iterator_traits<char const*>::difference_type std::__distance<char const*>(char const*, char const*, std::random_access_iterator_tag) [150]
-----------------------------------------------
                0.00    0.00       7/7           CCfits::ColumnData<double>::readColumnData(long, long, double*) [330]
[153]    0.0    0.00    0.00       7         CCfits::FITSUtil::auto_array_ptr<double>::auto_array_ptr(double*) [153]
-----------------------------------------------
                0.00    0.00       7/7           CCfits::ColumnData<double>::readColumnData(long, long, double*) [330]
[154]    0.0    0.00    0.00       7         CCfits::FITSUtil::auto_array_ptr<double>::~auto_array_ptr() [154]
